,audiofilename,audio_entropy,t0,t1,t2,t3,t4,t5,t6,t7,t8,payloadsize,audiofilesize,audiofileobjectsize,audio_length,f_t0,f_t1,f_t2,f_t3,f_t4,f_t5,f_t6
2643,3330082.wav,11.9261278832,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543469942.2632198,1543469948.1756,1543469948.21023,1543469948.2104,1543469948.24229,150,57812,64,1,1543469942.26323,1543469942.26325,1543469942.2634199,1543469942.26639,1543469946.52836,1543469948.17555,1543469948.17559
2644,1318884.wav,13.3304049245,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543469948.26662,1543469957.49631,1543469957.51568,1543469957.51594,1543469957.5671802,163,81874,64,2,1543469948.2666302,1543469948.26664,1543469948.26677,1543469948.2688801,1543469954.72517,1543469957.4962301,1543469957.49629
2645,3168471.wav,12.4329694035,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543469957.6285,1543469962.60185,1543469962.60769,1543469962.6078598,1543469962.64169,151,53016,64,1,1543469957.62851,1543469957.62853,1543469957.6287,1543469957.63174,1543469961.90057,1543469962.6018,1543469962.60184
2646,2871618.wav,12.3034454922,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543469962.6730402,1543469969.15431,1543469969.22004,1543469969.2203,1543469969.27203,164,62630,64,1,1543469962.67305,1543469962.67307,1543469962.67324,1543469962.67621,1543469967.9230301,1543469969.15423,1543469969.15429
2647,264393.wav,12.370469838,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543469969.31886,1543469973.25575,1543469973.32154,1543469973.3218,1543469973.37336,144,46630,63,1,1543469969.3188698,1543469969.31889,1543469969.3190598,1543469969.32227,1543469972.16121,1543469973.2556698,1543469973.2557302
2648,2546779.wav,12.2744981721,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543469973.42021,1543469980.79268,1543469980.83553,1543469980.8357902,1543469980.88629,151,59416,64,1,1543469973.42022,1543469973.42024,1543469973.42041,1543469973.4235,1543469979.47965,1543469980.7926,1543469980.79266
2649,2640228.wav,12.559610418299998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543469980.93668,1543469988.89586,1543469988.98297,1543469988.98323,1543469989.03471,170,101100,64,3,1543469980.93669,1543469980.93671,1543469980.93688,1543469980.94012,1543469987.22615,1543469988.89578,1543469988.89585
2650,5655261.wav,12.3214555951,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543469989.09189,1543469996.78841,1543469996.83203,1543469996.8323,1543469996.88477,152,63260,64,1,1543469989.0919,1543469989.09192,1543469989.0920901,1543469989.09527,1543469995.09664,1543469996.78833,1543469996.78839
2651,6099843.wav,12.3918500471,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543469996.93278,1543470006.96134,1543470006.99318,1543470006.9934402,1543470007.04879,164,79270,64,2,1543469996.93279,1543469996.93281,1543469996.93299,1543469996.936,1543470005.2895,1543470006.9612598,1543470006.96132
2652,3154047.wav,12.0691894302,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470007.1029599,1543470013.748,1543470013.75463,1543470013.75489,1543470013.81104,164,73188,64,2,1543470007.10297,1543470007.1029801,1543470007.10316,1543470007.10617,1543470012.40116,1543470013.74792,1543470013.74798
2653,1493537.wav,12.8764098351,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470013.8657699,1543470023.76463,1543470024.38604,1543470024.3863,1543470024.43893,155,69020,64,2,1543470013.86578,1543470013.8658,1543470013.8660002,1543470013.86895,1543470019.95272,1543470023.76455,1543470023.76461
2654,2235642.wav,12.237587368699998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470024.49305,1543470027.7665699,1543470027.78161,1543470027.7818902,1543470027.8350198,141,46584,64,1,1543470024.4930599,1543470024.4930801,1543470024.4932802,1543470024.4971302,1543470026.9265301,1543470027.76648,1543470027.76655
2655,3373060.wav,12.296625756500001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470027.87932,1543470034.83829,1543470034.86497,1543470034.8651302,1543470034.89496,165,77034,64,2,1543470027.8793302,1543470027.87935,1543470027.87952,1543470027.88254,1543470033.2721,1543470034.8382401,1543470034.83828
2656,3424256.wav,12.491834298499999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470034.9242,1543470041.4270198,1543470041.46018,1543470041.46044,1543470041.5145,146,53012,64,1,1543470034.92421,1543470034.9242198,1543470034.92433,1543470034.9264,1543470039.12112,1543470041.42694,1543470041.427
2657,2247992.wav,12.5763820217,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470041.5611598,1543470045.28268,1543470045.3243802,1543470045.32464,1543470045.37921,148,46614,64,1,1543470041.5611699,1543470041.56118,1543470041.56139,1543470041.56445,1543470043.97094,1543470045.2826,1543470045.28266
2658,2269339.wav,12.6131940674,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470045.42596,1543470055.25436,1543470055.41963,1543470055.41997,1543470055.4713302,171,80238,64,2,1543470045.4259698,1543470045.42599,1543470045.4262,1543470045.42923,1543470052.89063,1543470055.25428,1543470055.25434
2659,1934838.wav,13.3299874043,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470055.50476,1543470068.74565,1543470068.7955198,1543470068.7958,1543470068.8533,194,139462,64,4,1543470055.50477,1543470055.50478,1543470055.50491,1543470055.50722,1543470066.49003,1543470068.74557,1543470068.74563
2660,4502016.wav,11.9624341146,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470068.93054,1543470074.63658,1543470074.64014,1543470074.6403902,1543470074.69228,149,57172,64,1,1543470068.93055,1543470068.93057,1543470068.93074,1543470068.93384,1543470072.93071,1543470074.6365,1543470074.63656
2661,3733219.wav,12.670937775699999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470074.7393901,1543470082.2267401,1543470082.26423,1543470082.2645,1543470082.31759,166,74474,64,2,1543470074.7394,1543470074.73942,1543470074.7395802,1543470074.7425802,1543470080.45392,1543470082.22666,1543470082.2267199
2662,2543474.wav,11.9561073651,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470082.3705099,1543470089.7381802,1543470089.78666,1543470089.7869802,1543470089.8410301,156,62622,64,1,1543470082.3705199,1543470082.3705301,1543470082.37071,1543470082.37372,1543470087.90949,1543470089.7381,1543470089.73816
2663,5466110.wav,12.7700097477,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470089.88615,1543470095.77949,1543470095.79034,1543470095.7906,1543470095.84766,148,53656,64,1,1543470089.88616,1543470089.8861802,1543470089.88635,1543470089.88942,1543470094.35909,1543470095.77941,1543470095.77948
2664,2891735.wav,12.688503536099999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470095.8968801,1543470102.7442698,1543470102.77389,1543470102.77415,1543470102.83013,149,57814,64,1,1543470095.89689,1543470095.89691,1543470095.8970802,1543470095.90021,1543470100.10267,1543470102.74419,1543470102.74425
2665,2254885.wav,12.4464720453,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470102.87763,1543470106.3045402,1543470106.3111699,1543470106.31142,1543470106.36441,148,46612,64,1,1543470102.87764,1543470102.87766,1543470102.87786,1543470102.88101,1543470105.58405,1543470106.30446,1543470106.30452
2666,6113237.wav,12.252638428,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470106.41111,1543470112.14066,1543470112.15305,1543470112.1533,1543470112.20488,167,77988,64,2,1543470106.41112,1543470106.41114,1543470106.41132,1543470106.4142199,1543470110.95985,1543470112.1405802,1543470112.14064
2667,3735246.wav,11.525680006300002,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470112.2558901,1543470117.9418302,1543470117.9513,1543470117.95155,1543470118.0030901,148,55256,64,1,1543470112.2559,1543470112.25592,1543470112.25609,1543470112.25906,1543470116.9610698,1543470117.94175,1543470117.94181
2668,2374869.wav,12.4187230653,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470118.04816,1543470124.0450802,1543470124.08617,1543470124.08644,1543470124.13802,144,51410,64,1,1543470118.0481699,1543470118.04819,1543470118.0483902,1543470118.05148,1543470122.32848,1543470124.045,1543470124.04506
2669,1093607.wav,13.151259746,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470124.18427,1543470131.94769,1543470131.97201,1543470131.9721801,1543470132.0024,161,70626,64,2,1543470124.1842802,1543470124.1843,1543470124.18454,1543470124.18764,1543470130.07794,1543470131.9476302,1543470131.94767
2670,2359197.wav,12.392934938800002,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470132.0330698,1543470142.49581,1543470142.55375,1543470142.55402,1543470142.59124,164,78630,64,2,1543470132.03308,1543470132.03309,1543470132.0332198,1543470132.0353901,1543470140.93325,1543470142.4957302,1543470142.49579
2671,3736519.wav,12.461889026400002,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470142.6209,1543470148.97172,1543470148.98364,1543470148.98389,1543470149.04269,155,66462,64,2,1543470142.62091,1543470142.62092,1543470142.62103,1543470142.62315,1543470147.48189,1543470148.97164,1543470148.9717
2672,5836402.wav,12.2407982557,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470149.0938098,1543470153.96491,1543470153.97018,1543470153.9704301,1543470154.02255,155,79262,64,2,1543470149.0938199,1543470149.0938401,1543470149.0940099,1543470149.09694,1543470152.58296,1543470153.9648302,1543470153.96489
2673,1891164.wav,12.5470796432,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470154.07539,1543470159.83201,1543470159.8506598,1543470159.85092,1543470159.90694,144,43410,64,1,1543470154.0754,1543470154.07542,1543470154.07562,1543470154.0785,1543470158.40679,1543470159.8319302,1543470159.83199
2674,2064769.wav,12.4411972703,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470159.95187,1543470167.15366,1543470167.1662,1543470167.16646,1543470167.21618,156,67422,64,2,1543470159.95188,1543470159.95189,1543470159.9521,1543470159.95515,1543470165.23018,1543470167.1535802,1543470167.15364
2675,2406451.wav,12.3852369619,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470167.24444,1543470174.2929099,1543470174.34125,1543470174.34142,1543470174.37101,155,67420,64,2,1543470167.24445,1543470167.2444599,1543470167.24459,1543470167.2465801,1543470172.4189801,1543470174.29286,1543470174.2929
2676,282835.wav,12.064638168699998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470174.3995,1543470180.9405699,1543470180.9463599,1543470180.94664,1543470181.00089,155,60380,63,1,1543470174.3995,1543470174.39951,1543470174.3996198,1543470174.4020002,1543470178.84728,1543470180.94049,1543470180.94055
2677,5011410.wav,11.8092716355,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470181.05005,1543470185.67316,1543470185.67914,1543470185.67939,1543470185.73021,150,63258,64,1,1543470181.05006,1543470181.05008,1543470181.0502698,1543470181.05351,1543470184.7781599,1543470185.67309,1543470185.67314
2678,3831487.wav,12.716758569100001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470185.7770002,1543470191.61375,1543470191.62275,1543470191.623,1543470191.67793,159,73182,64,2,1543470185.77701,1543470185.77703,1543470185.77722,1543470185.78036,1543470189.95224,1543470191.6136699,1543470191.6137302
2679,4499090.wav,12.252844919100001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470191.7316,1543470197.77384,1543470197.8050802,1543470197.80535,1543470197.8542302,147,49166,64,1,1543470191.73161,1543470191.73163,1543470191.7318099,1543470191.7347,1543470196.3474698,1543470197.7737598,1543470197.77382
2680,5203273.wav,12.7749955686,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470197.89941,1543470202.97758,1543470202.9885,1543470202.98875,1543470203.03856,149,68056,64,2,1543470197.89942,1543470197.89943,1543470197.89961,1543470197.9027698,1543470202.05889,1543470202.9775,1543470202.97756
2681,2958506.wav,12.7400257806,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470203.0936902,1543470209.49237,1543470209.5134199,1543470209.51368,1543470209.56951,158,69666,64,2,1543470203.0937,1543470203.09372,1543470203.09389,1543470203.09679,1543470207.3064,1543470209.49229,1543470209.49235
2682,2544553.wav,12.6841206247,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470209.62269,1543470214.71417,1543470214.7474802,1543470214.74774,1543470214.8013802,154,57820,64,1,1543470209.6227,1543470209.62272,1543470209.62289,1543470209.6258302,1543470213.38582,1543470214.71408,1543470214.71415
2683,2361784.wav,12.6509377631,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470214.84988,1543470223.81806,1543470223.82029,1543470223.82045,1543470223.85148,164,79272,64,2,1543470214.8499,1543470214.84992,1543470214.8501198,1543470214.85319,1543470222.63514,1543470223.8180099,1543470223.81805
2684,307893.wav,13.3700308579,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470223.8817198,1543470236.41671,1543470236.43644,1543470236.4367,1543470236.48701,167,96290,63,3,1543470223.88173,1543470223.88174,1543470223.88185,1543470223.8838599,1543470234.53197,1543470236.41663,1543470236.41669
2685,4384261.wav,12.6531440027,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470236.55106,1543470245.31786,1543470245.4272,1543470245.42747,1543470245.48047,177,92084,64,2,1543470236.55107,1543470236.55109,1543470236.55127,1543470236.55429,1543470243.29584,1543470245.31778,1543470245.31784
2686,2016969.wav,12.170890567799999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470245.53802,1543470257.07709,1543470257.18655,1543470257.18682,1543470257.24163,162,83428,64,2,1543470245.5380301,1543470245.53805,1543470245.53829,1543470245.54162,1543470254.86804,1543470257.07701,1543470257.07707
2687,5218659.wav,12.1415641811,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470257.29759,1543470263.42343,1543470263.42742,1543470263.42767,1543470263.48285,154,76062,64,2,1543470257.2976,1543470257.29763,1543470257.29783,1543470257.30129,1543470262.54649,1543470263.42335,1543470263.42341
2688,6013206.wav,13.113139218099999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470263.53394,1543470269.8399198,1543470269.86265,1543470269.86282,1543470269.89315,168,84074,64,2,1543470263.53395,1543470263.5339699,1543470263.53415,1543470263.53702,1543470268.2153301,1543470269.83987,1543470269.83991
2689,5136936.wav,12.626743111,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470269.92892,1543470276.70666,1543470276.70867,1543470276.70892,1543470276.76142,161,79268,64,2,1543470269.92893,1543470269.92895,1543470269.9291198,1543470269.9325,1543470274.48439,1543470276.7065802,1543470276.70664
2690,3618644.wav,11.837739665199999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470276.8106198,1543470284.56121,1543470284.5828,1543470284.58306,1543470284.6359,156,61660,64,1,1543470276.81063,1543470276.81064,1543470276.81075,1543470276.81271,1543470282.2223,1543470284.56114,1543470284.5612
2691,2625028.wav,12.2052308983,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470284.68041,1543470291.52369,1543470291.79995,1543470291.80021,1543470291.8531,150,59416,64,1,1543470284.68042,1543470284.68044,1543470284.68062,1543470284.68362,1543470289.54236,1543470291.5236099,1543470291.52367
2692,6076586.wav,12.909950876199998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470291.9025,1543470298.54261,1543470298.62849,1543470298.6287599,1543470298.6799,162,77986,64,2,1543470291.90252,1543470291.9025302,1543470291.90271,1543470291.9061902,1543470296.9428802,1543470298.54253,1543470298.5425901
2693,2262420.wav,12.7747991615,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470298.7357,1543470304.19151,1543470304.20834,1543470304.2086,1543470304.24409,151,60994,64,1,1543470298.73572,1543470298.7357302,1543470298.73594,1543470298.73915,1543470303.30848,1543470304.19144,1543470304.19149
2694,6079129.wav,12.25309539,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470304.27242,1543470308.9941,1543470309.01696,1543470309.01722,1543470309.0681,155,61662,64,1,1543470304.2724302,1543470304.27244,1543470304.27255,1543470304.2746599,1543470307.88646,1543470308.99401,1543470308.99408
2695,3818003.wav,12.617121918499999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470309.11866,1543470313.09811,1543470313.10959,1543470313.10989,1543470313.16398,152,57176,64,1,1543470309.11867,1543470309.11869,1543470309.11886,1543470309.1219199,1543470312.21592,1543470313.09803,1543470313.09809
2696,1024742.wav,13.653857603399999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470313.21221,1543470319.3178,1543470319.33029,1543470319.33054,1543470319.38302,160,73826,64,2,1543470313.21222,1543470313.21223,1543470313.21244,1543470313.2153802,1543470318.05365,1543470319.31772,1543470319.31778
2697,4012216.wav,12.4617158997,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470319.44561,1543470325.3468099,1543470325.35644,1543470325.3567,1543470325.40853,158,57180,64,1,1543470319.4456198,1543470319.44564,1543470319.44583,1543470319.44875,1543470324.17365,1543470325.34673,1543470325.34679
2698,1392883.wav,12.495600977899999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470325.45682,1543470330.05339,1543470330.0831802,1543470330.08345,1543470330.1361198,152,54630,64,1,1543470325.45684,1543470325.45685,1543470325.4570599,1543470325.46026,1543470328.8029802,1543470330.05331,1543470330.05337
2699,3094165.wav,12.4375650626,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470330.1854,1543470335.70694,1543470335.7181,1543470335.71835,1543470335.7732902,151,57174,64,1,1543470330.18541,1543470330.18542,1543470330.1856,1543470330.18859,1543470333.3785698,1543470335.70686,1543470335.70692
2700,2314840.wav,12.4892036429,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470335.82119,1543470341.29312,1543470341.30109,1543470341.30134,1543470341.35549,145,51388,64,1,1543470335.8212,1543470335.82121,1543470335.82142,1543470335.82434,1543470339.84009,1543470341.29304,1543470341.2931
2701,3023400.wav,12.5482401434,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470341.4035099,1543470347.5859,1543470347.60491,1543470347.6050801,1543470347.63486,159,69022,64,2,1543470341.4035301,1543470341.4035401,1543470341.40372,1543470341.40661,1543470345.80896,1543470347.58584,1543470347.58588
2702,6097581.wav,12.2517387222,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470347.66383,1543470358.5111,1543470358.5486,1543470358.54886,1543470358.60182,174,104882,64,3,1543470347.66384,1543470347.66385,1543470347.66396,1543470347.66608,1543470356.90571,1543470358.51102,1543470358.51108
2703,3286808.wav,11.957619432000001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470358.65852,1543470363.3963199,1543470363.3973901,1543470363.39763,1543470363.45114,151,53658,64,1,1543470358.65853,1543470358.65855,1543470358.65873,1543470358.66193,1543470362.07637,1543470363.39623,1543470363.3963
2704,2007684.wav,12.4097691203,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470363.49474,1543470369.18481,1543470369.19552,1543470369.19578,1543470369.24695,149,53014,64,1,1543470363.49475,1543470363.4947698,1543470363.49498,1543470363.4978302,1543470367.96031,1543470369.18473,1543470369.1847901
2705,2641188.wav,12.6725691545,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470369.2945,1543470377.57389,1543470377.60489,1543470377.60516,1543470377.6561902,166,79274,64,2,1543470369.29451,1543470369.2945302,1543470369.29471,1543470369.29767,1543470375.62201,1543470377.5738099,1543470377.57387
2706,3202576.wav,12.297918727799999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470377.7116,1543470386.6714098,1543470386.7709801,1543470386.77125,1543470386.82207,166,91432,64,2,1543470377.71161,1543470377.71163,1543470377.7118,1543470377.71487,1543470384.7030199,1543470386.67133,1543470386.67139
2707,2537481.wav,12.9307904073,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470386.87692,1543470395.63471,1543470395.70016,1543470395.7004302,1543470395.75316,179,110002,64,3,1543470386.87693,1543470386.87695,1543470386.87716,1543470386.88055,1543470393.17762,1543470395.63462,1543470395.63469
2708,40624.wav,12.1238361296,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470395.815,1543470400.92006,1543470400.9386,1543470400.93886,1543470400.99346,149,63256,62,1,1543470395.81501,1543470395.81503,1543470395.8152,1543470395.81835,1543470400.12895,1543470400.91997,1543470400.9200401
2709,2713207.wav,12.105077503099999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470401.0417,1543470407.48388,1543470407.5537,1543470407.5539598,1543470407.60279,155,72222,64,2,1543470401.04171,1543470401.04172,1543470401.04191,1543470401.04486,1543470405.99164,1543470407.4838,1543470407.48386
2710,1095515.wav,13.2667003804,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470407.64767,1543470413.9732401,1543470413.97835,1543470413.9786,1543470414.0360901,172,104238,64,3,1543470407.64768,1543470407.64769,1543470407.64782,1543470407.65014,1543470412.06493,1543470413.97316,1543470413.9732199
2711,1177568.wav,12.950518658,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470414.10037,1543470418.77155,1543470418.81863,1543470418.81889,1543470418.87206,154,67414,64,2,1543470414.1003802,1543470414.1004,1543470414.10061,1543470414.10348,1543470417.38009,1543470418.7714698,1543470418.7715302
2712,2891872.wav,12.0093655637,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470418.92631,1543470423.04101,1543470423.0437698,1543470423.04401,1543470423.09604,147,54612,64,1,1543470418.9263198,1543470418.92634,1543470418.9265099,1543470418.92955,1543470422.38027,1543470423.04093,1543470423.04099
2713,4500085.wav,12.0866223625,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470423.14113,1543470427.93663,1543470427.9416401,1543470427.94189,1543470427.9988801,146,49166,64,1,1543470423.14114,1543470423.14116,1543470423.14134,1543470423.14445,1543470426.57484,1543470427.93655,1543470427.93662
2714,4662850.wav,13.0996726097,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470428.04408,1543470439.63467,1543470439.72071,1543470439.7209802,1543470439.77262,184,116090,64,3,1543470428.0441,1543470428.04411,1543470428.04429,1543470428.0472698,1543470437.02249,1543470439.6345901,1543470439.63465
2715,2315166.wav,12.6376005454,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470439.83735,1543470449.18785,1543470449.33512,1543470449.33539,1543470449.39092,153,64220,64,2,1543470439.83736,1543470439.8373802,1543470439.83759,1543470439.84096,1543470446.8036,1543470449.18777,1543470449.18783
2716,3151396.wav,12.6101698278,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470449.4413,1543470455.4244199,1543470455.4444199,1543470455.44468,1543470455.4981,157,67412,64,2,1543470449.44131,1543470449.4413302,1543470449.44151,1543470449.44489,1543470454.2606301,1543470455.42434,1543470455.4244
2717,3329505.wav,12.6567672214,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470455.5507,1543470461.2221699,1543470461.2413,1543470461.24156,1543470461.2935,159,76092,64,2,1543470455.55071,1543470455.55073,1543470455.5509,1543470455.5539598,1543470459.6956198,1543470461.22209,1543470461.22215
2718,3416918.wav,12.3058029182,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470461.34945,1543470467.94714,1543470467.98525,1543470467.98552,1543470468.03744,159,77982,64,2,1543470461.34946,1543470461.3494802,1543470461.34965,1543470461.35281,1543470466.57873,1543470467.9470599,1543470467.94712
2719,2079993.wav,12.9484220542,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470468.08906,1543470475.38315,1543470475.4274302,1543470475.4277,1543470475.47842,154,72246,64,2,1543470468.0890698,1543470468.08909,1543470468.0892901,1543470468.0924199,1543470473.0996199,1543470475.38307,1543470475.38313
2720,4494274.wav,12.4515734746,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470475.53647,1543470480.10238,1543470480.10443,1543470480.1046698,1543470480.15777,153,60376,64,1,1543470475.5364802,1543470475.5365,1543470475.53668,1543470475.54003,1543470478.9493802,1543470480.1023,1543470480.10236
2721,2646748.wav,12.3936700823,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470480.20878,1543470486.16467,1543470486.17586,1543470486.17611,1543470486.22762,149,48214,64,1,1543470480.20879,1543470480.2088099,1543470480.20899,1543470480.21293,1543470484.5418699,1543470486.1645901,1543470486.16465
2722,1029462.wav,13.5166845733,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470486.27294,1543470502.69657,1543470502.77478,1543470502.7750401,1543470502.8264198,192,137856,64,4,1543470486.27295,1543470486.27297,1543470486.27316,1543470486.27614,1543470499.80811,1543470502.69649,1543470502.69655
2723,4498299.wav,12.4690729086,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470502.90339,1543470509.74365,1543470509.75869,1543470509.75895,1543470509.81286,157,74464,64,2,1543470502.9034,1543470502.90342,1543470502.90359,1543470502.9068599,1543470508.65972,1543470509.7435699,1543470509.7436302
2724,909592.wav,13.161300700999998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470509.86743,1543470524.79649,1543470524.85302,1543470524.85329,1543470524.90929,211,136556,63,4,1543470509.86744,1543470509.86746,1543470509.86763,1543470509.87075,1543470522.2943199,1543470524.7964,1543470524.79647
2725,252707.wav,12.590689642300001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470524.9835,1543470534.80985,1543470534.8208401,1543470534.8211,1543470534.87354,180,101048,63,3,1543470524.98351,1543470524.98353,1543470524.98374,1543470524.98686,1543470533.43425,1543470534.80968,1543470534.8098302
2726,4014577.wav,12.6401474667,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470534.9309402,1543470542.73569,1543470542.85761,1543470542.8578699,1543470542.91275,169,85992,64,2,1543470534.93095,1543470534.93097,1543470534.93114,1543470534.93404,1543470540.39735,1543470542.73561,1543470542.7356699
2727,1663062.wav,12.4753528707,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470542.96806,1543470548.85569,1543470548.85993,1543470548.8601801,1543470548.91512,167,87274,64,2,1543470542.96807,1543470542.96809,1543470542.96829,1543470542.97167,1543470547.79444,1543470548.8556,1543470548.85567
2728,5938615.wav,12.1696540094,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470548.9718401,1543470552.60099,1543470552.60358,1543470552.6038198,1543470552.6572,154,63262,64,1,1543470548.97185,1543470548.97187,1543470548.97204,1543470548.97491,1543470551.91754,1543470552.60091,1543470552.60097
2729,2247455.wav,12.4957012574,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470552.7030098,1543470556.12428,1543470556.1359,1543470556.13615,1543470556.1855,141,40206,64,1,1543470552.7030199,1543470552.7030401,1543470552.7032402,1543470552.7061698,1543470555.03653,1543470556.1242,1543470556.12426
2730,4014535.wav,12.3252189625,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470556.22999,1543470563.20045,1543470563.25312,1543470563.25339,1543470563.30324,154,71262,64,2,1543470556.23,1543470556.2300198,1543470556.2302,1543470556.23313,1543470560.70403,1543470563.2003698,1543470563.2004302
