,filename,flight_time,iothub_time,end_to_end_time,messagesendutctime,iothubutctime,s3creationutctime,audiotranslation
3932,5078307.wav,24.589,198.0,222.589,2018-12-26 22:05:50.777411,2018-12-26 22:05:50.802000,2018-12-26 22:05:51.000000,tom told me his father was rich
3933,5078878.wav,30.461,641.0,671.461,2018-12-27 03:31:14.328539,2018-12-27 03:31:14.359000,2018-12-27 03:31:15.000000,time is so wonderful person
3934,508311.wav,22.698,278.0,300.69800000000004,2018-12-26 22:08:21.699302,2018-12-26 22:08:21.722000,2018-12-26 22:08:22.000000,do you have work experience
3935,5085475.wav,24.067,859.0,883.067,2018-12-27 00:54:56.116933,2018-12-27 00:54:56.141000,2018-12-27 00:54:57.000000,have smiled and marion and she smiled back
3936,5087492.wav,27.383000000000003,749.0,776.383,2018-12-27 06:20:59.223617,2018-12-27 06:20:59.251000,2018-12-27 06:21:00.000000,no one is coming with me
3937,5088481.wav,23.043999999999997,319.0,342.04400000000004,2018-12-27 05:04:10.657956,2018-12-27 05:04:10.681000,2018-12-27 05:04:11.000000,i know someone who speaks french very well
3938,5090029.wav,22.465,868.0,890.4649999999999,2018-12-27 01:40:10.109535,2018-12-27 01:40:10.132000,2018-12-27 01:40:11.000000,connors and aggressive at all
3939,5090718.wav,23.331,1024.0,1047.331,2018-12-27 03:51:29.952669,2018-12-27 03:51:29.976000,2018-12-27 03:51:31.000000,we made some poor decisions
3940,50940.wav,18.681,594.0,612.681,2018-12-26 22:50:24.387319,2018-12-26 22:50:24.406000,2018-12-26 22:50:25.000000,sign your name fair
3941,5096256.wav,25.709,1024.0,1049.709,2018-12-27 06:43:41.950291,2018-12-27 06:43:41.976000,2018-12-27 06:43:43.000000,it's more than a coincidence
3942,5096597.wav,20.975,678.0,698.975,2018-12-27 06:11:21.301025,2018-12-27 06:11:21.322000,2018-12-27 06:11:22.000000,where are you supposed to be
3943,5099268.wav,26.358,650.0,676.3580000000001,2018-12-27 03:44:31.323642,2018-12-27 03:44:31.350000,2018-12-27 03:44:32.000000,tom is under extreme pressure
3944,5104944.wav,20.761000000000003,159.0,179.761,2018-12-27 02:25:35.820239,2018-12-27 02:25:35.841000,2018-12-27 02:25:36.000000,tomlin to work early this morning
3945,5104950.wav,20.801,457.0,477.801,2018-12-27 05:52:26.522199,2018-12-27 05:52:26.543000,2018-12-27 05:52:27.000000,tom was on the same bus as i was
3946,51053.wav,19.292,1118.0,1137.292,2018-12-27 02:27:37.862708,2018-12-27 02:27:37.882000,2018-12-27 02:27:39.000000,i'll tell him that
3947,510565.wav,25.328,749.0,774.328,2018-12-27 03:14:57.225672,2018-12-27 03:14:57.251000,2018-12-27 03:14:58.000000,where is the city hall
3948,5106393.wav,31.93,193.0,224.92999999999998,2018-12-27 01:30:55.775070,2018-12-27 01:30:55.807000,2018-12-27 01:30:56.000000,tom started swearing
3949,5109460.wav,25.266000000000002,914.0,939.2660000000001,2018-12-27 04:22:40.060734,2018-12-27 04:22:40.086000,2018-12-27 04:22:41.000000,i used to love swimming in it was my favorite sport in high school
3950,5109511.wav,26.198,513.0,539.198,2018-12-27 00:52:39.460802,2018-12-27 00:52:39.487000,2018-12-27 00:52:40.000000,tom did better than mary
3951,5109519.wav,25.988,194.0,219.988,2018-12-27 03:33:56.780012,2018-12-27 03:33:56.806000,2018-12-27 03:33:57.000000,there was no sign of tom
3952,5109557.wav,20.062,397.0,417.062,2018-12-27 07:03:16.582938,2018-12-27 07:03:16.603000,2018-12-27 07:03:17.000000,tom agreed to meet married
3953,5109612.wav,32.777,557.0,589.777,2018-12-27 05:51:24.410223,2018-12-27 05:51:24.443000,2018-12-27 05:51:25.000000,tom was nice to marry
3954,5110675.wav,42.605,394.0,436.605,2018-12-27 03:02:06.563395,2018-12-27 03:02:06.606000,2018-12-27 03:02:07.000000,tom didn't yell for help
3955,5112807.wav,19.524,652.0,671.524,2018-12-27 01:30:51.328476,2018-12-27 01:30:51.348000,2018-12-27 01:30:52.000000,tom swears he's innocent
3956,5112934.wav,23.526,437.0,460.526,2018-12-26 23:47:00.539474,2018-12-26 23:47:00.563000,2018-12-26 23:47:01.000000,it's cheaper to take the boss
3957,5114238.wav,19.865000000000002,812.0,831.865,2018-12-26 22:05:57.168135,2018-12-26 22:05:57.188000,2018-12-26 22:05:58.000000,tom got fired from his job
3958,5115870.wav,21.26,709.0,730.26,2018-12-27 04:47:12.269740,2018-12-27 04:47:12.291000,2018-12-27 04:47:13.000000,tom gays marry some chocolate
3959,5121227.wav,20.364,265.0,285.36400000000003,2018-12-26 23:20:51.714636,2018-12-26 23:20:51.735000,2018-12-26 23:20:52.000000,is the water cold
3960,5125785.wav,21.045,647.0,668.045,2018-12-27 07:01:52.331955,2018-12-27 07:01:52.353000,2018-12-27 07:01:53.000000,tom used to drink a lot but now he said he'd total are
3961,5130133.wav,19.331,844.0,863.3309999999999,2018-12-27 07:12:46.136669,2018-12-27 07:12:46.156000,2018-12-27 07:12:47.000000,tom will be back in three hours
3962,5130146.wav,22.146,69.0,91.146,2018-12-27 00:06:28.908854,2018-12-27 00:06:28.931000,2018-12-27 00:06:29.000000,tom's parents weren't happy
3963,5130154.wav,19.674,756.0,775.674,2018-12-27 00:36:36.224326,2018-12-27 00:36:36.244000,2018-12-27 00:36:37.000000,tom try to defend himself
3964,5131972.wav,19.597,546.0,565.597,2018-12-26 23:21:24.434403,2018-12-26 23:21:24.454000,2018-12-26 23:21:25.000000,damn long distance relationships work
3965,5132191.wav,30.564999999999998,263.0,293.565,2018-12-27 02:54:13.706435,2018-12-27 02:54:13.737000,2018-12-27 02:54:14.000000,isn't that how competition works
3966,5132207.wav,23.703,557.0,580.703,2018-12-27 06:19:51.419297,2018-12-27 06:19:51.443000,2018-12-27 06:19:52.000000,one sure opinion about this
3967,5133790.wav,31.758000000000003,384.0,415.75800000000004,2018-12-27 00:50:33.584242,2018-12-27 00:50:33.616000,2018-12-27 00:50:34.000000,we're having a wonderful year
3968,5134371.wav,23.299,1033.0,1056.2990000000002,2018-12-26 23:10:30.943701,2018-12-26 23:10:30.967000,2018-12-26 23:10:32.000000,where should i put my suitcase
3969,5136936.wav,22.204,104.0,126.20400000000001,2018-12-26 22:40:22.873796,2018-12-26 22:40:22.896000,2018-12-26 22:40:23.000000,everybody is afraid of criticism
3970,5137323.wav,20.14,1018.9999999999999,1039.1399999999999,2018-12-27 04:23:22.960860,2018-12-27 04:23:22.981000,2018-12-27 04:23:24.000000,that doesn't look good at all
3971,5137551.wav,23.159,1025.0,1048.159,2018-12-27 06:33:40.951841,2018-12-27 06:33:40.975000,2018-12-27 06:33:42.000000,all the students were wearing black t. shirts
3972,5137570.wav,36.064,961.0,997.064,2018-12-27 07:05:01.002936,2018-12-27 07:05:01.039000,2018-12-27 07:05:02.000000,about thirty countries were represented
3973,5137593.wav,22.703,493.0,515.703,2018-12-26 22:15:53.484297,2018-12-26 22:15:53.507000,2018-12-26 22:15:54.000000,unfortunately it's not that simple
3974,5141991.wav,21.222,851.0,872.2220000000001,2018-12-27 05:09:26.127778,2018-12-27 05:09:26.149000,2018-12-27 05:09:27.000000,the glass was broken by someone
3975,5144087.wav,22.734,130.0,152.734,2018-12-27 00:54:24.847266,2018-12-27 00:54:24.870000,2018-12-27 00:54:25.000000,tom kill the cockroach with the borough
3976,515039.wav,37.949,943.0,980.949,2018-12-27 03:15:34.019051,2018-12-27 03:15:34.057000,2018-12-27 03:15:35.000000,don't you just use to swallow
3977,5153913.wav,29.907,200.0,229.907,2018-12-27 01:57:19.770093,2018-12-27 01:57:19.800000,2018-12-27 01:57:20.000000,tom should've stayed a little longer
3978,5153918.wav,20.961000000000002,1106.0,1126.961,2018-12-27 05:25:07.873039,2018-12-27 05:25:07.894000,2018-12-27 05:25:09.000000,tom said it would be okay to do this
3979,5154784.wav,21.432,953.0,974.432,2018-12-27 03:09:25.025568,2018-12-27 03:09:25.047000,2018-12-27 03:09:26.000000,i told combat out like mary
3980,5155181.wav,58.022,415.0,473.022,2018-12-27 00:41:03.526978,2018-12-27 00:41:03.585000,2018-12-27 00:41:04.000000,i wish i could sing as well as tom
3981,5158782.wav,24.038,1024.0,1048.038,2018-12-27 02:13:48.951962,2018-12-27 02:13:48.976000,2018-12-27 02:13:50.000000,tom was the last to find out about it
3982,5160685.wav,24.575,516.0,540.575,2018-12-27 06:39:44.459425,2018-12-27 06:39:44.484000,2018-12-27 06:39:45.000000,tom is currently married
3983,516077.wav,25.191000000000003,763.0,788.191,2018-12-26 23:02:14.211809,2018-12-26 23:02:14.237000,2018-12-26 23:02:15.000000,i hope to own my own house all day
3984,5161137.wav,22.984,357.0,379.984,2018-12-27 01:16:52.620016,2018-12-27 01:16:52.643000,2018-12-27 01:16:53.000000,ha married john in dallas our friends they've known each other since they were children
3985,5164857.wav,22.656,551.0,573.6560000000001,2018-12-27 07:14:39.426344,2018-12-27 07:14:39.449000,2018-12-27 07:14:40.000000,there is a place for tom here
3986,5165742.wav,24.375999999999998,814.0,838.376,2018-12-27 07:13:43.161624,2018-12-27 07:13:43.186000,2018-12-27 07:13:44.000000,i can't fight this
3987,5165752.wav,23.387,196.0,219.387,2018-12-26 22:17:25.780613,2018-12-26 22:17:25.804000,2018-12-26 22:17:26.000000,i didn't hit any body
3988,5165776.wav,20.584000000000003,198.0,218.584,2018-12-27 03:17:57.781416,2018-12-27 03:17:57.802000,2018-12-27 03:17:58.000000,just how have a bicycle
3989,5166483.wav,20.862,272.0,292.862,2018-12-27 06:36:08.707138,2018-12-27 06:36:08.728000,2018-12-27 06:36:09.000000,it doesn't rain a lot around here
3990,5166503.wav,25.799,910.0,935.7990000000001,2018-12-27 06:40:00.064201,2018-12-27 06:40:00.090000,2018-12-27 06:40:01.000000,i've never stolen anything
3991,5168376.wav,23.27,706.0,729.27,2018-12-27 06:33:15.270730,2018-12-27 06:33:15.294000,2018-12-27 06:33:16.000000,i wish you could've seen times face
3992,5168385.wav,23.096999999999998,94.0,117.09700000000001,2018-12-27 06:07:54.882903,2018-12-27 06:07:54.906000,2018-12-27 06:07:55.000000,i wish that tom would just go away
3993,5168462.wav,19.778,209.0,228.77800000000002,2018-12-27 07:01:32.771222,2018-12-27 07:01:32.791000,2018-12-27 07:01:33.000000,i wish tom would come back
3994,5168832.wav,20.886,593.0,613.8860000000001,2018-12-27 04:42:22.386114,2018-12-27 04:42:22.407000,2018-12-27 04:42:23.000000,i wish to be along for a couple of hours
3995,5175132.wav,26.517,916.0,942.517,2018-12-27 01:43:14.057483,2018-12-27 01:43:14.084000,2018-12-27 01:43:15.000000,i hadn't even noticed
3996,5175138.wav,22.005,164.0,186.005,2018-12-26 22:38:06.813995,2018-12-26 22:38:06.836000,2018-12-26 22:38:07.000000,i love to bargain
3997,5178311.wav,22.234,257.0,279.234,2018-12-27 06:09:49.720766,2018-12-27 06:09:49.743000,2018-12-27 06:09:50.000000,let us know what shore plans are
3998,5181101.wav,26.866999999999997,923.0,949.867,2018-12-27 05:24:40.050133,2018-12-27 05:24:40.077000,2018-12-27 05:24:41.000000,let's keep things as simple as we can
3999,5181120.wav,34.705,504.0,538.705,2018-12-27 03:11:57.461295,2018-12-27 03:11:57.496000,2018-12-27 03:11:58.000000,let's hope powell was in danger too badly
4000,5182082.wav,22.253,279.0,301.253,2018-12-27 04:10:22.698747,2018-12-27 04:10:22.721000,2018-12-27 04:10:23.000000,let's not forget that tom is only thirteen years old
4001,5182618.wav,23.746,1051.0,1074.7459999999999,2018-12-27 01:00:27.925254,2018-12-27 01:00:27.949000,2018-12-27 01:00:29.000000,how much do you have to pay
4002,5183297.wav,23.662,924.0,947.662,2018-12-26 23:47:26.052338,2018-12-26 23:47:26.076000,2018-12-26 23:47:27.000000,have you already paid for everything
4003,5184874.wav,23.881,894.0,917.881,2018-12-27 03:52:26.082119,2018-12-27 03:52:26.106000,2018-12-27 03:52:27.000000,i'd like to meet tom to
4004,5186107.wav,20.23,640.0,660.23,2018-12-27 06:50:39.339770,2018-12-27 06:50:39.360000,2018-12-27 06:50:40.000000,i just need a change
4005,5186120.wav,26.269000000000002,707.0,733.269,2018-12-27 00:15:16.266731,2018-12-27 00:15:16.293000,2018-12-27 00:15:17.000000,i was there a year ago
4006,5186990.wav,23.673,846.0,869.673,2018-12-27 04:01:49.130327,2018-12-27 04:01:49.154000,2018-12-27 04:01:50.000000,i'm not really worried
4007,5189029.wav,24.806,974.0,998.8059999999999,2018-12-27 04:25:35.001194,2018-12-27 04:25:35.026000,2018-12-27 04:25:36.000000,i've gotten used to doing it the way tom wants me to do it
4008,5189274.wav,20.663,1064.0,1084.663,2018-12-26 23:40:29.915337,2018-12-26 23:40:29.936000,2018-12-26 23:40:31.000000,i used to walk home from school
4009,5191970.wav,23.131,92.0,115.131,2018-12-27 04:00:52.884869,2018-12-27 04:00:52.908000,2018-12-27 04:00:53.000000,i've been here a month now
4010,5193157.wav,25.677,632.0,657.6769999999999,2018-12-27 01:47:47.342323,2018-12-27 01:47:47.368000,2018-12-27 01:47:48.000000,tom is a bit of a snob
4011,5193191.wav,31.591,370.0,401.59099999999995,2018-12-27 01:02:21.598409,2018-12-27 01:02:21.630000,2018-12-27 01:02:22.000000,i have to do with that so
4012,5193192.wav,24.144,416.0,440.144,2018-12-27 04:42:36.559856,2018-12-27 04:42:36.584000,2018-12-27 04:42:37.000000,i think i'll be able to do it
4013,5193464.wav,21.898,221.0,242.898,2018-12-27 02:17:32.757102,2018-12-27 02:17:32.779000,2018-12-27 02:17:33.000000,i want to know how that's possible
4014,5193474.wav,22.169999999999998,635.0,657.1700000000001,2018-12-27 06:04:44.342830,2018-12-27 06:04:44.365000,2018-12-27 06:04:45.000000,i want to see how good i can get
4015,5193565.wav,24.646,921.0,945.646,2018-12-26 23:32:04.054354,2018-12-26 23:32:04.079000,2018-12-26 23:32:05.000000,i want to have a good time
4016,5194620.wav,21.841,373.0,394.841,2018-12-26 22:02:20.605159,2018-12-26 22:02:20.627000,2018-12-26 22:02:21.000000,i want everything that's not working fixed
4017,5198850.wav,23.705000000000002,487.0,510.705,2018-12-27 00:12:02.489295,2018-12-27 00:12:02.513000,2018-12-27 00:12:03.000000,what qualities do you most admired tom
4018,5201477.wav,22.804000000000002,1027.0,1049.8039999999999,2018-12-27 04:18:30.950196,2018-12-27 04:18:30.973000,2018-12-27 04:18:32.000000,do you promise not to tell
4019,5201481.wav,23.373,773.0,796.373,2018-12-27 05:10:04.203627,2018-12-27 05:10:04.227000,2018-12-27 05:10:05.000000,i can tell you if you promise not to tell anyone
4020,5201596.wav,37.256,902.0,939.256,2018-12-27 04:40:56.060744,2018-12-27 04:40:56.098000,2018-12-27 04:40:57.000000,can you imagine what would've happened if we hadn't been there
4021,5203273.wav,22.959,269.0,291.959,2018-12-27 06:06:22.708041,2018-12-27 06:06:22.731000,2018-12-27 06:06:23.000000,show me your id card
4022,5203934.wav,23.365000000000002,410.0,433.365,2018-12-27 02:49:06.566635,2018-12-27 02:49:06.590000,2018-12-27 02:49:07.000000,cause his he's canadian
4023,5204165.wav,21.739,835.0,856.739,2018-12-26 22:23:09.143261,2018-12-26 22:23:09.165000,2018-12-26 22:23:10.000000,it's amazing how much work still needs to be gone
4024,5204201.wav,22.974999999999998,843.0,865.975,2018-12-27 06:51:36.134025,2018-12-27 06:51:36.157000,2018-12-27 06:51:37.000000,i thoroughly enjoyed myself
4025,5204204.wav,29.086000000000002,369.0,398.086,2018-12-27 04:13:32.601914,2018-12-27 04:13:32.631000,2018-12-27 04:13:33.000000,you can blame it all on tom
4026,5204214.wav,21.971,916.0,937.971,2018-12-27 04:25:41.062029,2018-12-27 04:25:41.084000,2018-12-27 04:25:42.000000,what kind of manager is tall
4027,5204245.wav,23.191,87.0,110.191,2018-12-27 04:56:09.889809,2018-12-27 04:56:09.913000,2018-12-27 04:56:10.000000,i'm not that interesting
4028,5205121.wav,36.195,110.0,146.195,2018-12-27 01:44:53.853805,2018-12-27 01:44:53.890000,2018-12-27 01:44:54.000000,contrary they looked at me
4029,5205187.wav,21.520999999999997,772.0,793.5210000000001,2018-12-26 23:13:32.206479,2018-12-26 23:13:32.228000,2018-12-26 23:13:33.000000,tom like what he was doing
4030,5205836.wav,18.136,248.0,266.13599999999997,2018-12-27 04:58:47.733864,2018-12-27 04:58:47.752000,2018-12-27 04:58:48.000000,have you read the book tom bought for you
4031,5206937.wav,22.565,437.0,459.565,2018-12-27 03:28:07.540435,2018-12-27 03:28:07.563000,2018-12-27 03:28:08.000000,community have a job to do
4032,5206941.wav,34.538,363.0,397.538,2018-12-26 23:51:37.602462,2018-12-26 23:51:37.637000,2018-12-26 23:51:38.000000,come on just wants to make sure
4033,5206952.wav,20.615000000000002,329.0,349.615,2018-12-27 03:58:05.650385,2018-12-27 03:58:05.671000,2018-12-27 03:58:06.000000,i knew we had to do this
4034,5207767.wav,21.340999999999998,961.0,982.341,2018-12-26 22:19:50.017659,2018-12-26 22:19:50.039000,2018-12-26 22:19:51.000000,i was unable to save tom
4035,5207783.wav,23.767,1000.9999999999999,1024.767,2018-12-26 22:21:10.975233,2018-12-26 22:21:10.999000,2018-12-26 22:21:12.000000,i'm a tom buy it for me
4036,5207784.wav,35.056,328.0,363.056,2018-12-27 00:57:24.636944,2018-12-27 00:57:24.672000,2018-12-27 00:57:25.000000,i made a wrong turn
4037,5210214.wav,20.624,955.0,975.624,2018-12-27 06:05:58.024376,2018-12-27 06:05:58.045000,2018-12-27 06:05:59.000000,i'm not the only one who can do this
4038,5214624.wav,23.438,871.0,894.438,2018-12-27 01:19:27.105562,2018-12-27 01:19:27.129000,2018-12-27 01:19:28.000000,i thought tom was mary's father
4039,5214645.wav,136.296,402.0,538.296,2018-12-26 23:18:59.461704,2018-12-26 23:18:59.598000,2018-12-26 23:19:00.000000,i knew what you were up to
4040,5214649.wav,23.789,991.0,1014.789,2018-12-27 04:21:18.985211,2018-12-27 04:21:19.009000,2018-12-27 04:21:20.000000,i knew we would be friends
4041,5214664.wav,25.506999999999998,325.0,350.507,2018-12-26 23:33:01.649493,2018-12-26 23:33:01.675000,2018-12-26 23:33:02.000000,tom has never served on a jury
4042,5217332.wav,19.345000000000002,191.0,210.345,2018-12-27 03:11:25.789655,2018-12-27 03:11:25.809000,2018-12-27 03:11:26.000000,i know that i can beat all
4043,5218438.wav,23.063,462.0,485.06300000000005,2018-12-26 23:50:46.514937,2018-12-26 23:50:46.538000,2018-12-26 23:50:47.000000,tom died monday out for noon
4044,5218628.wav,22.166,991.0,1013.166,2018-12-27 06:53:42.986834,2018-12-27 06:53:43.009000,2018-12-27 06:53:44.000000,i didn't let it get to me
4045,5218659.wav,22.945,71.0,93.94500000000001,2018-12-27 05:32:05.906055,2018-12-27 05:32:05.929000,2018-12-27 05:32:06.000000,i have no respect for tom
4046,5219731.wav,21.628,761.0,782.628,2018-12-27 02:09:20.217372,2018-12-27 02:09:20.239000,2018-12-27 02:09:21.000000,why are insured work
4047,5220147.wav,23.326,936.0,959.326,2018-12-27 02:16:34.040674,2018-12-27 02:16:34.064000,2018-12-27 02:16:35.000000,i feel i've already won
4048,5220918.wav,22.790000000000003,468.0,490.79,2018-12-27 00:48:28.509210,2018-12-27 00:48:28.532000,2018-12-27 00:48:29.000000,lying to tom was a mistake
4049,5223660.wav,50.583999999999996,877.0,927.584,2018-12-26 22:41:04.072416,2018-12-26 22:41:04.123000,2018-12-26 22:41:05.000000,what needs to be done
4050,5224393.wav,26.852999999999998,531.0,557.8530000000001,2018-12-27 06:56:40.442147,2018-12-27 06:56:40.469000,2018-12-27 06:56:41.000000,tom and mary both don't know how to speak french
4051,5225080.wav,22.493,296.0,318.49300000000005,2018-12-26 23:40:16.681507,2018-12-26 23:40:16.704000,2018-12-26 23:40:17.000000,i'm glad i wasn't the one who had to do that
4052,5226717.wav,42.321999999999996,610.0,652.322,2018-12-27 03:34:13.347678,2018-12-27 03:34:13.390000,2018-12-27 03:34:14.000000,tom was really skinny when i first met him
4053,5228800.wav,23.217000000000002,1012.9999999999999,1036.2169999999999,2018-12-27 07:07:55.963783,2018-12-27 07:07:55.987000,2018-12-27 07:07:57.000000,op think about what needs to be darned
4054,5228811.wav,42.335,725.0,767.335,2018-12-27 02:52:24.232665,2018-12-27 02:52:24.275000,2018-12-27 02:52:25.000000,tommy di have been friends for years
4055,5229542.wav,22.547,658.0,680.547,2018-12-27 06:57:53.319453,2018-12-27 06:57:53.342000,2018-12-27 06:57:54.000000,tom attended john and mary sweating
4056,5229965.wav,27.504,645.0,672.504,2018-12-27 07:12:56.327496,2018-12-27 07:12:56.355000,2018-12-27 07:12:57.000000,i'm just glad i got it done on time
4057,5238191.wav,19.338,792.0,811.338,2018-12-26 22:39:27.188662,2018-12-26 22:39:27.208000,2018-12-26 22:39:28.000000,i don't think tom is a bad guy
4058,5238969.wav,31.884000000000004,550.0,581.8839999999999,2018-12-27 04:59:26.418116,2018-12-27 04:59:26.450000,2018-12-27 04:59:27.000000,i think that'd be a good teacher
4059,5239210.wav,25.763,233.0,258.76300000000003,2018-12-27 06:32:19.741237,2018-12-27 06:32:19.767000,2018-12-27 06:32:20.000000,time is probably really sleepy
4060,5239512.wav,23.186999999999998,989.0,1012.1869999999999,2018-12-27 04:17:31.987813,2018-12-27 04:17:32.011000,2018-12-27 04:17:33.000000,i know it's a risky business
4061,5240302.wav,29.172,1145.0,1174.172,2018-12-26 22:02:36.825828,2018-12-26 22:02:36.855000,2018-12-26 22:02:38.000000,you're being too aggressive
4062,5240986.wav,22.592000000000002,498.0,520.5920000000001,2018-12-27 01:45:35.479408,2018-12-27 01:45:35.502000,2018-12-27 01:45:36.000000,tom sounded like he mattered
4063,5240987.wav,25.044,858.0,883.0440000000001,2018-12-27 05:12:43.116956,2018-12-27 05:12:43.142000,2018-12-27 05:12:44.000000,i don't write poetry anymore
4064,5241823.wav,21.475,752.0,773.475,2018-12-27 05:21:52.226525,2018-12-27 05:21:52.248000,2018-12-27 05:21:53.000000,i don't know who's there now
4065,5243054.wav,25.032,731.0,756.032,2018-12-27 01:16:08.243968,2018-12-27 01:16:08.269000,2018-12-27 01:16:09.000000,tom wants to become a priest
4066,5243137.wav,32.306000000000004,167.0,199.306,2018-12-27 02:16:52.800694,2018-12-27 02:16:52.833000,2018-12-27 02:16:53.000000,we live in a complicated world
4067,5243400.wav,24.490000000000002,308.0,332.49,2018-12-26 23:35:06.667510,2018-12-26 23:35:06.692000,2018-12-26 23:35:07.000000,time has a brother named john
4068,5244069.wav,112.458,619.0,731.4580000000001,2018-12-26 23:52:17.268542,2018-12-26 23:52:17.381000,2018-12-26 23:52:18.000000,tom didn't let fear stop him
4069,52442.wav,23.626,329.0,352.626,2018-12-26 23:02:31.647374,2018-12-26 23:02:31.671000,2018-12-26 23:02:32.000000,switzerland is a neutral country
4070,5244734.wav,21.834,1006.9999999999999,1028.834,2018-12-27 02:04:47.971166,2018-12-27 02:04:47.993000,2018-12-27 02:04:49.000000,i'm going to get in trouble
4071,5244891.wav,20.434,587.0,607.4340000000001,2018-12-27 04:45:49.392566,2018-12-27 04:45:49.413000,2018-12-27 04:45:50.000000,i'd call that a coincidence
4072,5246196.wav,23.662,895.0,918.662,2018-12-27 03:45:55.081338,2018-12-27 03:45:55.105000,2018-12-27 03:45:56.000000,i think things will be fine
4073,5251751.wav,20.788,947.0,967.788,2018-12-27 06:53:10.032212,2018-12-27 06:53:10.053000,2018-12-27 06:53:11.000000,let's always tell each other the truth
4074,5253177.wav,32.376000000000005,78.0,110.376,2018-12-27 04:35:45.889624,2018-12-27 04:35:45.922000,2018-12-27 04:35:46.000000,i didn't think it was right
4075,5253794.wav,21.401,989.0,1010.4010000000001,2018-12-27 02:44:57.989599,2018-12-27 02:44:58.011000,2018-12-27 02:44:59.000000,the answer is anything but simple
4076,5254968.wav,31.765,907.0,938.765,2018-12-27 03:02:35.061235,2018-12-27 03:02:35.093000,2018-12-27 03:02:36.000000,tom knows it won't be easy
4077,5257337.wav,23.448,260.0,283.448,2018-12-27 05:42:23.716552,2018-12-27 05:42:23.740000,2018-12-27 05:42:24.000000,i'm disappointed and angry
4078,5262881.wav,36.239,899.0,935.239,2018-12-27 04:30:06.064761,2018-12-27 04:30:06.101000,2018-12-27 04:30:07.000000,tom told me to leave
4079,5262885.wav,35.422000000000004,992.0,1027.422,2018-12-27 06:47:28.972578,2018-12-27 06:47:29.008000,2018-12-27 06:47:30.000000,time is a very tall
4080,5264261.wav,24.378,506.0,530.378,2018-12-27 01:35:27.469622,2018-12-27 01:35:27.494000,2018-12-27 01:35:28.000000,tom has gone home early
4081,5265390.wav,21.703,520.0,541.7030000000001,2018-12-27 03:16:20.458297,2018-12-27 03:16:20.480000,2018-12-27 03:16:21.000000,did you know i was going to be fired
4082,5266179.wav,23.276,141.0,164.276,2018-12-27 06:43:10.835724,2018-12-27 06:43:10.859000,2018-12-27 06:43:11.000000,tom could have hurt me worse
4083,5268532.wav,27.419,250.0,277.41900000000004,2018-12-27 04:10:47.722581,2018-12-27 04:10:47.750000,2018-12-27 04:10:48.000000,tom said he had no regrets
4084,5270643.wav,25.903,101.0,126.90299999999999,2018-12-27 02:28:09.873097,2018-12-27 02:28:09.899000,2018-12-27 02:28:10.000000,i'm glad she did that
4085,5272437.wav,25.437,485.0,510.437,2018-12-27 02:14:42.489563,2018-12-27 02:14:42.515000,2018-12-27 02:14:43.000000,i sell the media exactly more
4086,5272645.wav,22.39,321.0,343.39,2018-12-26 23:02:46.656610,2018-12-26 23:02:46.679000,2018-12-26 23:02:47.000000,it's extremely important to explain the danger
4087,5272699.wav,26.084,175.0,201.084,2018-12-27 02:25:08.798916,2018-12-27 02:25:08.825000,2018-12-27 02:25:09.000000,is everything okay at home
4088,5272860.wav,22.266000000000002,530.0,552.2660000000001,2018-12-27 00:19:57.447734,2018-12-27 00:19:57.470000,2018-12-27 00:19:58.000000,tom knows what's best for us
4089,5272863.wav,21.9,560.0,581.9,2018-12-27 06:54:26.418100,2018-12-27 06:54:26.440000,2018-12-27 06:54:27.000000,i advise you not to do that
4090,5273772.wav,37.833999999999996,512.0,549.8340000000001,2018-12-27 05:56:46.450166,2018-12-27 05:56:46.488000,2018-12-27 05:56:47.000000,i'm really scared of spiders
4091,5274059.wav,20.965999999999998,322.0,342.966,2018-12-27 03:59:58.657034,2018-12-27 03:59:58.678000,2018-12-27 03:59:59.000000,i tried not to eat too much
4092,5274065.wav,22.663,530.0,552.663,2018-12-27 01:52:26.447337,2018-12-27 01:52:26.470000,2018-12-27 01:52:27.000000,i can sleep a lot better now
4093,5275241.wav,22.009999999999998,1042.0,1064.01,2018-12-27 03:01:29.935990,2018-12-27 03:01:29.958000,2018-12-27 03:01:31.000000,i think i have a good chance
4094,5275672.wav,34.452999999999996,368.0,402.45300000000003,2018-12-27 07:18:47.597547,2018-12-27 07:18:47.632000,2018-12-27 07:18:48.000000,i thought we had a good year
4095,5275685.wav,27.601,384.0,411.601,2018-12-27 01:30:14.588399,2018-12-27 01:30:14.616000,2018-12-27 01:30:15.000000,i've followed come into the house
4096,5276142.wav,20.643,383.0,403.643,2018-12-26 23:06:32.596357,2018-12-26 23:06:32.617000,2018-12-26 23:06:33.000000,i'd like to see what happens
4097,5277585.wav,21.195,314.0,335.195,2018-12-27 06:58:32.664805,2018-12-27 06:58:32.686000,2018-12-27 06:58:33.000000,i've got to get my car fixed
4098,5280615.wav,19.84,1053.0,1072.84,2018-12-27 04:11:06.927160,2018-12-27 04:11:06.947000,2018-12-27 04:11:08.000000,khan is it easy guy to dislike
4099,5285537.wav,20.863,574.0,594.863,2018-12-27 03:32:26.405137,2018-12-27 03:32:26.426000,2018-12-27 03:32:27.000000,i don't think he could do that
