audiofilename,audio_entropy,t0,t1,t2,t3,t4,t5,t6,t7,t8,payloadsize,audiofilesize,audiofileobjectsize,audio_length,f_t0,f_t1,f_t2,f_t3,f_t4,f_t5,f_t6,flight_time,iothub_time,end_to_end_time,messagesendutctime,iothubutctime,s3creationutctime,audiotranslation
3168471.wav,12.4329694035,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543469957.6285,1543469962.60185,1543469962.60769,1543469962.6078598,1543469962.64169,151,53016,64,1,1543469957.62851,1543469957.62853,1543469957.6287,1543469957.63174,1543469961.90057,1543469962.6018,1543469962.60184,30.276,362.0,392.276,2018-11-29 05:39:22.607724,2018-11-29 05:39:22.638000,2018-11-29 05:39:23.000000,we know why you did it
2871618.wav,12.3034454922,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543469962.6730402,1543469969.15431,1543469969.22004,1543469969.2203,1543469969.27203,164,62630,64,1,1543469962.67305,1543469962.67307,1543469962.67324,1543469962.67621,1543469967.9230301,1543469969.15423,1543469969.15429,42.917,737.0,779.9169999999998,2018-11-29 05:39:29.220083,2018-11-29 05:39:29.263000,2018-11-29 05:39:30.000000,he's going to be all right isn't it
264393.wav,12.370469838,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543469969.31886,1543469973.25575,1543469973.32154,1543469973.3218,1543469973.37336,144,46630,63,1,1543469969.3188698,1543469969.31889,1543469969.3190598,1543469969.32227,1543469972.16121,1543469973.2556698,1543469973.2557302,41.411,637.0,678.4110000000001,2018-11-29 05:39:33.321589,2018-11-29 05:39:33.363000,2018-11-29 05:39:34.000000,i have a near it
2546779.wav,12.2744981721,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543469973.42021,1543469980.79268,1543469980.83553,1543469980.8357902,1543469980.88629,151,59416,64,1,1543469973.42022,1543469973.42024,1543469973.42041,1543469973.4235,1543469979.47965,1543469980.7926,1543469980.79266,38.417,126.0,164.417,2018-11-29 05:39:40.835583,2018-11-29 05:39:40.874000,2018-11-29 05:39:41.000000,i was there last night
2640228.wav,12.559610418299998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543469980.93668,1543469988.89586,1543469988.98297,1543469988.98323,1543469989.03471,170,101100,64,3,1543469980.93669,1543469980.93671,1543469980.93688,1543469980.94012,1543469987.22615,1543469988.89578,1543469988.89585,36.981,980.0,1016.981,2018-11-29 05:39:48.983019,2018-11-29 05:39:49.020000,2018-11-29 05:39:50.000000,then a long time since i've felt this bad
5655261.wav,12.3214555951,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543469989.09189,1543469996.78841,1543469996.83203,1543469996.8323,1543469996.88477,152,63260,64,1,1543469989.0919,1543469989.09192,1543469989.0920901,1543469989.09527,1543469995.09664,1543469996.78833,1543469996.78839,37.917,130.0,167.917,2018-11-29 05:39:56.832083,2018-11-29 05:39:56.870000,2018-11-29 05:39:57.000000,you're a very lucky man
6099843.wav,12.3918500471,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543469996.93278,1543470006.96134,1543470006.99318,1543470006.9934402,1543470007.04879,164,79270,64,2,1543469996.93279,1543469996.93281,1543469996.93299,1543469996.936,1543470005.2895,1543470006.9612598,1543470006.96132,40.775,966.0,1006.775,2018-11-29 05:40:06.993225,2018-11-29 05:40:07.034000,2018-11-29 05:40:08.000000,com's said he was forced to do that
3154047.wav,12.0691894302,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470007.1029599,1543470013.748,1543470013.75463,1543470013.75489,1543470013.81104,164,73188,64,2,1543470007.10297,1543470007.1029801,1543470007.10316,1543470007.10617,1543470012.40116,1543470013.74792,1543470013.74798,57.324,188.0,245.324,2018-11-29 05:40:13.754676,2018-11-29 05:40:13.812000,2018-11-29 05:40:14.000000,could you give us an example please
1493537.wav,12.8764098351,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470013.8657699,1543470023.76463,1543470024.38604,1543470024.3863,1543470024.43893,155,69020,64,2,1543470013.86578,1543470013.8658,1543470013.8660002,1543470013.86895,1543470019.95272,1543470023.76455,1543470023.76461,39.912000000000006,574.0,613.9119999999999,2018-11-29 05:40:24.386088,2018-11-29 05:40:24.426000,2018-11-29 05:40:25.000000,tom in the in second place
2235642.wav,12.237587368699998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470024.49305,1543470027.7665699,1543470027.78161,1543470027.7818902,1543470027.8350198,141,46584,64,1,1543470024.4930599,1543470024.4930801,1543470024.4932802,1543470024.4971302,1543470026.9265301,1543470027.76648,1543470027.76655,41.333999999999996,177.0,218.334,2018-11-29 05:40:27.781666,2018-11-29 05:40:27.823000,2018-11-29 05:40:28.000000,ask for tong
3373060.wav,12.296625756500001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470027.87932,1543470034.83829,1543470034.86497,1543470034.8651302,1543470034.89496,165,77034,64,2,1543470027.8793302,1543470027.87935,1543470027.87952,1543470027.88254,1543470033.2721,1543470034.8382401,1543470034.83828,29.003,106.0,135.003,2018-11-29 05:40:34.864997,2018-11-29 05:40:34.894000,2018-11-29 05:40:35.000000,you know i'm not coming back down to
3424256.wav,12.491834298499999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470034.9242,1543470041.4270198,1543470041.46018,1543470041.46044,1543470041.5145,146,53012,64,1,1543470034.92421,1543470034.9242198,1543470034.92433,1543470034.9264,1543470039.12112,1543470041.42694,1543470041.427,37.771,502.0,539.771,2018-11-29 05:40:41.460229,2018-11-29 05:40:41.498000,2018-11-29 05:40:42.000000,tom was demanding
2247992.wav,12.5763820217,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470041.5611598,1543470045.28268,1543470045.3243802,1543470045.32464,1543470045.37921,148,46614,64,1,1543470041.5611699,1543470041.56118,1543470041.56139,1543470041.56445,1543470043.97094,1543470045.2826,1543470045.28266,39.575,636.0,675.575,2018-11-29 05:40:45.324425,2018-11-29 05:40:45.364000,2018-11-29 05:40:46.000000,i'm finished eating
2269339.wav,12.6131940674,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470045.42596,1543470055.25436,1543470055.41963,1543470055.41997,1543470055.4713302,171,80238,64,2,1543470045.4259698,1543470045.42599,1543470045.4262,1543470045.42923,1543470052.89063,1543470055.25428,1543470055.25434,45.316,535.0,580.316,2018-11-29 05:40:55.419684,2018-11-29 05:40:55.465000,2018-11-29 05:40:56.000000,it didn't take you long to get here did it
1934838.wav,13.3299874043,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470055.50476,1543470068.74565,1543470068.7955198,1543470068.7958,1543470068.8533,194,139462,64,4,1543470055.50477,1543470055.50478,1543470055.50491,1543470055.50722,1543470066.49003,1543470068.74557,1543470068.74563,110.428,94.0,204.428,2018-11-29 05:41:08.795572,2018-11-29 05:41:08.906000,2018-11-29 05:41:09.000000,i just like to have a quick conversation with tom before we leave
4502016.wav,11.9624341146,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470068.93054,1543470074.63658,1543470074.64014,1543470074.6403902,1543470074.69228,149,57172,64,1,1543470068.93055,1543470068.93057,1543470068.93074,1543470068.93384,1543470072.93071,1543470074.6365,1543470074.63656,41.815,318.0,359.815,2018-11-29 05:41:14.640185,2018-11-29 05:41:14.682000,2018-11-29 05:41:15.000000,it just seems stupid
3733219.wav,12.670937775699999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470074.7393901,1543470082.2267401,1543470082.26423,1543470082.2645,1543470082.31759,166,74474,64,2,1543470074.7394,1543470074.73942,1543470074.7395802,1543470074.7425802,1543470080.45392,1543470082.22666,1543470082.2267199,37.719,698.0,735.7189999999999,2018-11-29 05:41:22.264281,2018-11-29 05:41:22.302000,2018-11-29 05:41:23.000000,there's so much that needs to be down
2543474.wav,11.9561073651,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470082.3705099,1543470089.7381802,1543470089.78666,1543470089.7869802,1543470089.8410301,156,62622,64,1,1543470082.3705199,1543470082.3705301,1543470082.37071,1543470082.37372,1543470087.90949,1543470089.7381,1543470089.73816,40.261,173.0,213.261,2018-11-29 05:41:29.786739,2018-11-29 05:41:29.827000,2018-11-29 05:41:30.000000,i'm supposed to protect you
5466110.wav,12.7700097477,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470089.88615,1543470095.77949,1543470095.79034,1543470095.7906,1543470095.84766,148,53656,64,1,1543470089.88616,1543470089.8861802,1543470089.88635,1543470089.88942,1543470094.35909,1543470095.77941,1543470095.77948,41.61,168.0,209.61,2018-11-29 05:41:35.790390,2018-11-29 05:41:35.832000,2018-11-29 05:41:36.000000,i was able to do it
2891735.wav,12.688503536099999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470095.8968801,1543470102.7442698,1543470102.77389,1543470102.77415,1543470102.83013,149,57814,64,1,1543470095.89689,1543470095.89691,1543470095.8970802,1543470095.90021,1543470100.10267,1543470102.74419,1543470102.74425,41.065,185.0,226.065,2018-11-29 05:41:42.773935,2018-11-29 05:41:42.815000,2018-11-29 05:41:43.000000,no one has an answer
2254885.wav,12.4464720453,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470102.87763,1543470106.3045402,1543470106.3111699,1543470106.31142,1543470106.36441,148,46612,64,1,1543470102.87764,1543470102.87766,1543470102.87786,1543470102.88101,1543470105.58405,1543470106.30446,1543470106.30452,40.783,648.0,688.783,2018-11-29 05:41:46.311217,2018-11-29 05:41:46.352000,2018-11-29 05:41:47.000000,who's surprised you
6113237.wav,12.252638428,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470106.41111,1543470112.14066,1543470112.15305,1543470112.1533,1543470112.20488,167,77988,64,2,1543470106.41112,1543470106.41114,1543470106.41132,1543470106.4142199,1543470110.95985,1543470112.1405802,1543470112.14064,38.908,808.0,846.908,2018-11-29 05:41:52.153092,2018-11-29 05:41:52.192000,2018-11-29 05:41:53.000000,we're not used to this kind of weather
3735246.wav,11.525680006300002,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470112.2558901,1543470117.9418302,1543470117.9513,1543470117.95155,1543470118.0030901,148,55256,64,1,1543470112.2559,1543470112.25592,1543470112.25609,1543470112.25906,1543470116.9610698,1543470117.94175,1543470117.94181,42.657,1006.0,1048.657,2018-11-29 05:41:57.951343,2018-11-29 05:41:57.994000,2018-11-29 05:41:59.000000,i've promised to go
2374869.wav,12.4187230653,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470118.04816,1543470124.0450802,1543470124.08617,1543470124.08644,1543470124.13802,144,51410,64,1,1543470118.0481699,1543470118.04819,1543470118.0483902,1543470118.05148,1543470122.32848,1543470124.045,1543470124.04506,41.78,872.0,913.78,2018-11-29 05:42:04.086220,2018-11-29 05:42:04.128000,2018-11-29 05:42:05.000000,i knew too much
1093607.wav,13.151259746,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470124.18427,1543470131.94769,1543470131.97201,1543470131.9721801,1543470132.0024,161,70626,64,2,1543470124.1842802,1543470124.1843,1543470124.18454,1543470124.18764,1543470130.07794,1543470131.9476302,1543470131.94767,34.961,993.0,1027.961,2018-11-29 05:42:11.972039,2018-11-29 05:42:12.007000,2018-11-29 05:42:13.000000,calm has something to say to you
2359197.wav,12.392934938800002,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470132.0330698,1543470142.49581,1543470142.55375,1543470142.55402,1543470142.59124,164,78630,64,2,1543470132.03308,1543470132.03309,1543470132.0332198,1543470132.0353901,1543470140.93325,1543470142.4957302,1543470142.49579,50.198,396.0,446.19800000000004,2018-11-29 05:42:22.553802,2018-11-29 05:42:22.604000,2018-11-29 05:42:23.000000,i've been meaning to read this book
3736519.wav,12.461889026400002,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470142.6209,1543470148.97172,1543470148.98364,1543470148.98389,1543470149.04269,155,66462,64,2,1543470142.62091,1543470142.62092,1543470142.62103,1543470142.62315,1543470147.48189,1543470148.97164,1543470148.9717,44.317,972.0,1016.317,2018-11-29 05:42:28.983683,2018-11-29 05:42:29.028000,2018-11-29 05:42:30.000000,tom couldn't understand it
5836402.wav,12.2407982557,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470149.0938098,1543470153.96491,1543470153.97018,1543470153.9704301,1543470154.02255,155,79262,64,2,1543470149.0938199,1543470149.0938401,1543470149.0940099,1543470149.09694,1543470152.58296,1543470153.9648302,1543470153.96489,39.779,990.0,1029.779,2018-11-29 05:42:33.970221,2018-11-29 05:42:34.010000,2018-11-29 05:42:35.000000,i feel no sympathy for tom
1891164.wav,12.5470796432,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470154.07539,1543470159.83201,1543470159.8506598,1543470159.85092,1543470159.90694,144,43410,64,1,1543470154.0754,1543470154.07542,1543470154.07562,1543470154.0785,1543470158.40679,1543470159.8319302,1543470159.83199,42.294,107.0,149.29399999999998,2018-11-29 05:42:39.850706,2018-11-29 05:42:39.893000,2018-11-29 05:42:40.000000,on your partner
2064769.wav,12.4411972703,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470159.95187,1543470167.15366,1543470167.1662,1543470167.16646,1543470167.21618,156,67422,64,2,1543470159.95188,1543470159.95189,1543470159.9521,1543470159.95515,1543470165.23018,1543470167.1535802,1543470167.15364,37.751999999999995,796.0,833.7520000000002,2018-11-29 05:42:47.166248,2018-11-29 05:42:47.204000,2018-11-29 05:42:48.000000,we have something in common
2406451.wav,12.3852369619,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470167.24444,1543470174.2929099,1543470174.34125,1543470174.34142,1543470174.37101,155,67420,64,2,1543470167.24445,1543470167.2444599,1543470167.24459,1543470167.2465801,1543470172.4189801,1543470174.29286,1543470174.2929,29.713,629.0,658.7130000000001,2018-11-29 05:42:54.341287,2018-11-29 05:42:54.371000,2018-11-29 05:42:55.000000,i should've studied french
282835.wav,12.064638168699998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470174.3995,1543470180.9405699,1543470180.9463599,1543470180.94664,1543470181.00089,155,60380,63,1,1543470174.3995,1543470174.39951,1543470174.3996198,1543470174.4020002,1543470178.84728,1543470180.94049,1543470180.94055,53.595,1000.0,1053.595,2018-11-29 05:43:00.946405,2018-11-29 05:43:01.000000,2018-11-29 05:43:02.000000,you've got the wrong number
5011410.wav,11.8092716355,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470181.05005,1543470185.67316,1543470185.67914,1543470185.67939,1543470185.73021,150,63258,64,1,1543470181.05006,1543470181.05008,1543470181.0502698,1543470181.05351,1543470184.7781599,1543470185.67309,1543470185.67314,41.818000000000005,279.0,320.818,2018-11-29 05:43:05.679182,2018-11-29 05:43:05.721000,2018-11-29 05:43:06.000000,we're glad to be here
3831487.wav,12.716758569100001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470185.7770002,1543470191.61375,1543470191.62275,1543470191.623,1543470191.67793,159,73182,64,2,1543470185.77701,1543470185.77703,1543470185.77722,1543470185.78036,1543470189.95224,1543470191.6136699,1543470191.6137302,42.207,335.0,377.207,2018-11-29 05:43:11.622793,2018-11-29 05:43:11.665000,2018-11-29 05:43:12.000000,your arms are longer than mine
4499090.wav,12.252844919100001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470191.7316,1543470197.77384,1543470197.8050802,1543470197.80535,1543470197.8542302,147,49166,64,1,1543470191.73161,1543470191.73163,1543470191.7318099,1543470191.7347,1543470196.3474698,1543470197.7737598,1543470197.77382,37.87,157.0,194.87,2018-11-29 05:43:17.805130,2018-11-29 05:43:17.843000,2018-11-29 05:43:18.000000,i can guarantee it
5203273.wav,12.7749955686,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470197.89941,1543470202.97758,1543470202.9885,1543470202.98875,1543470203.03856,149,68056,64,2,1543470197.89942,1543470197.89943,1543470197.89961,1543470197.9027698,1543470202.05889,1543470202.9775,1543470202.97756,47.455,964.0,1011.455,2018-11-29 05:43:22.988545,2018-11-29 05:43:23.036000,2018-11-29 05:43:24.000000,show me your id card
2958506.wav,12.7400257806,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470203.0936902,1543470209.49237,1543470209.5134199,1543470209.51368,1543470209.56951,158,69666,64,2,1543470203.0937,1543470203.09372,1543470203.09389,1543470203.09679,1543470207.3064,1543470209.49229,1543470209.49235,43.531000000000006,443.0,486.531,2018-11-29 05:43:29.513469,2018-11-29 05:43:29.557000,2018-11-29 05:43:30.000000,tom was bitterly disappointed
2544553.wav,12.6841206247,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470209.62269,1543470214.71417,1543470214.7474802,1543470214.74774,1543470214.8013802,154,57820,64,1,1543470209.6227,1543470209.62272,1543470209.62289,1543470209.6258302,1543470213.38582,1543470214.71408,1543470214.71415,43.471,209.0,252.47099999999998,2018-11-29 05:43:34.747529,2018-11-29 05:43:34.791000,2018-11-29 05:43:35.000000,tom pulled out his wallet
2361784.wav,12.6509377631,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470214.84988,1543470223.81806,1543470223.82029,1543470223.82045,1543470223.85148,164,79272,64,2,1543470214.8499,1543470214.84992,1543470214.8501198,1543470214.85319,1543470222.63514,1543470223.8180099,1543470223.81805,30.684,149.0,179.68400000000003,2018-11-29 05:43:43.820316,2018-11-29 05:43:43.851000,2018-11-29 05:43:44.000000,i was thinking about something else
307893.wav,13.3700308579,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470223.8817198,1543470236.41671,1543470236.43644,1543470236.4367,1543470236.48701,167,96290,63,3,1543470223.88173,1543470223.88174,1543470223.88185,1543470223.8838599,1543470234.53197,1543470236.41663,1543470236.41669,37.509,526.0,563.509,2018-11-29 05:43:56.436491,2018-11-29 05:43:56.474000,2018-11-29 05:43:57.000000,the more i know him the more i like him
4384261.wav,12.6531440027,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470236.55106,1543470245.31786,1543470245.4272,1543470245.42747,1543470245.48047,177,92084,64,2,1543470236.55107,1543470236.55109,1543470236.55127,1543470236.55429,1543470243.29584,1543470245.31778,1543470245.31784,43.747,529.0,572.747,2018-11-29 05:44:05.427253,2018-11-29 05:44:05.471000,2018-11-29 05:44:06.000000,do you think tom will like the gift i bought him
2016969.wav,12.170890567799999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470245.53802,1543470257.07709,1543470257.18655,1543470257.18682,1543470257.24163,162,83428,64,2,1543470245.5380301,1543470245.53805,1543470245.53829,1543470245.54162,1543470254.86804,1543470257.07701,1543470257.07707,42.397,771.0,813.3969999999999,2018-11-29 05:44:17.186603,2018-11-29 05:44:17.229000,2018-11-29 05:44:18.000000,wait i want to show you something
5218659.wav,12.1415641811,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470257.29759,1543470263.42343,1543470263.42742,1543470263.42767,1543470263.48285,154,76062,64,2,1543470257.2976,1543470257.29763,1543470257.29783,1543470257.30129,1543470262.54649,1543470263.42335,1543470263.42341,42.535,530.0,572.535,2018-11-29 05:44:23.427465,2018-11-29 05:44:23.470000,2018-11-29 05:44:24.000000,i have no respect for tom
6013206.wav,13.113139218099999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470263.53394,1543470269.8399198,1543470269.86265,1543470269.86282,1543470269.89315,168,84074,64,2,1543470263.53395,1543470263.5339699,1543470263.53415,1543470263.53702,1543470268.2153301,1543470269.83987,1543470269.83991,29.319000000000006,108.0,137.319,2018-11-29 05:44:29.862681,2018-11-29 05:44:29.892000,2018-11-29 05:44:30.000000,tom knew immediately what you should do
5136936.wav,12.626743111,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470269.92892,1543470276.70666,1543470276.70867,1543470276.70892,1543470276.76142,161,79268,64,2,1543470269.92893,1543470269.92895,1543470269.9291198,1543470269.9325,1543470274.48439,1543470276.7065802,1543470276.70664,47.286,244.0,291.286,2018-11-29 05:44:36.708714,2018-11-29 05:44:36.756000,2018-11-29 05:44:37.000000,everybody is afraid of criticism
3618644.wav,11.837739665199999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470276.8106198,1543470284.56121,1543470284.5828,1543470284.58306,1543470284.6359,156,61660,64,1,1543470276.81063,1543470276.81064,1543470276.81075,1543470276.81271,1543470282.2223,1543470284.56114,1543470284.5612,39.15600000000001,378.0,417.156,2018-11-29 05:44:44.582844,2018-11-29 05:44:44.622000,2018-11-29 05:44:45.000000,i'm going to count to three
2625028.wav,12.2052308983,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470284.68041,1543470291.52369,1543470291.79995,1543470291.80021,1543470291.8531,150,59416,64,1,1543470284.68042,1543470284.68044,1543470284.68062,1543470284.68362,1543470289.54236,1543470291.5236099,1543470291.52367,42.004,158.0,200.00400000000002,2018-11-29 05:44:51.799996,2018-11-29 05:44:51.842000,2018-11-29 05:44:52.000000,tom sent me a message
6076586.wav,12.909950876199998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470291.9025,1543470298.54261,1543470298.62849,1543470298.6287599,1543470298.6799,162,77986,64,2,1543470291.90252,1543470291.9025302,1543470291.90271,1543470291.9061902,1543470296.9428802,1543470298.54253,1543470298.5425901,38.456,333.0,371.45599999999996,2018-11-29 05:44:58.628544,2018-11-29 05:44:58.667000,2018-11-29 05:44:59.000000,are you saying competent help you
2262420.wav,12.7747991615,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470298.7357,1543470304.19151,1543470304.20834,1543470304.2086,1543470304.24409,151,60994,64,1,1543470298.73572,1543470298.7357302,1543470298.73594,1543470298.73915,1543470303.30848,1543470304.19144,1543470304.19149,35.615,756.0,791.615,2018-11-29 05:45:04.208385,2018-11-29 05:45:04.244000,2018-11-29 05:45:05.000000,they're staring at tom
6079129.wav,12.25309539,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470304.27242,1543470308.9941,1543470309.01696,1543470309.01722,1543470309.0681,155,61662,64,1,1543470304.2724302,1543470304.27244,1543470304.27255,1543470304.2746599,1543470307.88646,1543470308.99401,1543470308.99408,55.994,927.0,982.9939999999999,2018-11-29 05:45:09.017006,2018-11-29 05:45:09.073000,2018-11-29 05:45:10.000000,don't you want 'em to help
3818003.wav,12.617121918499999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470309.11866,1543470313.09811,1543470313.10959,1543470313.10989,1543470313.16398,152,57176,64,1,1543470309.11867,1543470309.11869,1543470309.11886,1543470309.1219199,1543470312.21592,1543470313.09803,1543470313.09809,40.366,850.0,890.3660000000001,2018-11-29 05:45:13.109634,2018-11-29 05:45:13.150000,2018-11-29 05:45:14.000000,you look a little young
1024742.wav,13.653857603399999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470313.21221,1543470319.3178,1543470319.33029,1543470319.33054,1543470319.38302,160,73826,64,2,1543470313.21222,1543470313.21223,1543470313.21244,1543470313.2153802,1543470318.05365,1543470319.31772,1543470319.31778,39.666,630.0,669.6659999999998,2018-11-29 05:45:19.330334,2018-11-29 05:45:19.370000,2018-11-29 05:45:20.000000,tom is working on another novel
4012216.wav,12.4617158997,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470319.44561,1543470325.3468099,1543470325.35644,1543470325.3567,1543470325.40853,158,57180,64,1,1543470319.4456198,1543470319.44564,1543470319.44583,1543470319.44875,1543470324.17365,1543470325.34673,1543470325.34679,39.514,604.0,643.514,2018-11-29 05:45:25.356486,2018-11-29 05:45:25.396000,2018-11-29 05:45:26.000000,are they going to beat me out
1392883.wav,12.495600977899999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470325.45682,1543470330.05339,1543470330.0831802,1543470330.08345,1543470330.1361198,152,54630,64,1,1543470325.45684,1543470325.45685,1543470325.4570599,1543470325.46026,1543470328.8029802,1543470330.05331,1543470330.05337,44.766000000000005,872.0,916.7660000000001,2018-11-29 05:45:30.083234,2018-11-29 05:45:30.128000,2018-11-29 05:45:31.000000,i'm on the eighth floor
3094165.wav,12.4375650626,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470330.1854,1543470335.70694,1543470335.7181,1543470335.71835,1543470335.7732902,151,57174,64,1,1543470330.18541,1543470330.18542,1543470330.1856,1543470330.18859,1543470333.3785698,1543470335.70686,1543470335.70692,41.854,240.0,281.85400000000004,2018-11-29 05:45:35.718146,2018-11-29 05:45:35.760000,2018-11-29 05:45:36.000000,why are we celebrating
2314840.wav,12.4892036429,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470335.82119,1543470341.29312,1543470341.30109,1543470341.30134,1543470341.35549,145,51388,64,1,1543470335.8212,1543470335.82121,1543470335.82142,1543470335.82434,1543470339.84009,1543470341.29304,1543470341.2931,43.863,655.0,698.863,2018-11-29 05:45:41.301137,2018-11-29 05:45:41.345000,2018-11-29 05:45:42.000000,i did it for tom
3023400.wav,12.5482401434,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470341.4035099,1543470347.5859,1543470347.60491,1543470347.6050801,1543470347.63486,159,69022,64,2,1543470341.4035301,1543470341.4035401,1543470341.40372,1543470341.40661,1543470345.80896,1543470347.58584,1543470347.58588,28.055999999999997,367.0,395.056,2018-11-29 05:45:47.604944,2018-11-29 05:45:47.633000,2018-11-29 05:45:48.000000,tom cruise his glasses back on
6097581.wav,12.2517387222,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470347.66383,1543470358.5111,1543470358.5486,1543470358.54886,1543470358.60182,174,104882,64,3,1543470347.66384,1543470347.66385,1543470347.66396,1543470347.66608,1543470356.90571,1543470358.51102,1543470358.51108,66.35199999999999,385.0,451.352,2018-11-29 05:45:58.548648,2018-11-29 05:45:58.615000,2018-11-29 05:45:59.000000,did you ask tom why he didn't want to do that
3286808.wav,11.957619432000001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470358.65852,1543470363.3963199,1543470363.3973901,1543470363.39763,1543470363.45114,151,53658,64,1,1543470358.65853,1543470358.65855,1543470358.65873,1543470358.66193,1543470362.07637,1543470363.39623,1543470363.3963,38.57,564.0,602.57,2018-11-29 05:46:03.397430,2018-11-29 05:46:03.436000,2018-11-29 05:46:04.000000,we are doing something
2007684.wav,12.4097691203,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470363.49474,1543470369.18481,1543470369.19552,1543470369.19578,1543470369.24695,149,53014,64,1,1543470363.49475,1543470363.4947698,1543470363.49498,1543470363.4978302,1543470367.96031,1543470369.18473,1543470369.1847901,42.432,762.0,804.432,2018-11-29 05:46:09.195568,2018-11-29 05:46:09.238000,2018-11-29 05:46:10.000000,let's see what it is
2641188.wav,12.6725691545,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470369.2945,1543470377.57389,1543470377.60489,1543470377.60516,1543470377.6561902,166,79274,64,2,1543470369.29451,1543470369.2945302,1543470369.29471,1543470369.29767,1543470375.62201,1543470377.5738099,1543470377.57387,39.056999999999995,356.0,395.05699999999996,2018-11-29 05:46:17.604943,2018-11-29 05:46:17.644000,2018-11-29 05:46:18.000000,i want to thank you for all your help
